,IRIS,LIBCOM,TYP_IRIS,P16_POP0014,P16_POP1529,P16_POP3044,P16_POP4559,P16_POP6074,P16_POP75P,C16_POP15P_CS1,C16_POP15P_CS2,C16_POP15P_CS3,C16_POP15P_CS4,C16_POP15P_CS5,C16_POP15P_CS6,C16_POP15P_CS7,C16_POP15P_CS8
48944,956800114,Villiers-le-Bel,H,448.1293896603058,356.839818675253,304.1974713259875,286.3815532917249,171.94751197629566,47.83171410576572,0.0,30.60070494775026,20.62723617091908,121.35309217947916,261.8639510121383,220.67250363340284,165.8482378734929,346.2323435578443
48947,971010101,Les Abymes,H,539.5096522810155,555.2085847590599,538.2705505832547,770.4800335797693,483.75954913560514,338.29151886717045,4.91600535351249,114.35195205152692,119.22236582259232,328.0732263968325,459.4082488885057,283.05384120900806,626.9414356049202,754.0431842556
48948,971010102,Les Abymes,H,513.3945510780208,424.8243105786624,361.64777842543936,510.18797723359467,282.5587782460885,138.76956384786203,0.0,42.21706913434304,27.36643547140213,206.0050794952611,433.24524511378974,200.941785528632,329.5418690654316,474.2606431310321
48949,971010103,Les Abymes,H,603.2811541680632,626.6711448719171,640.0352054012959,695.5009663226449,483.656577465086,360.406818492822,7.49334601656936,104.1634151648442,106.79951752095516,340.90010572453883,588.1071771279345,265.7112146315388,659.4798290790948,741.2828173820975
48950,971010104,Les Abymes,H,460.2934472853491,407.1625807634505,357.6001711617976,388.07646168719896,230.155777972731,54.468865179934596,2.4889199895367,74.30073858291911,14.88487651784336,128.62310029803035,367.2727799164457,234.466637134312,200.18390484838315,415.2428994776423
48951,971010105,Les Abymes,H,166.5441478348316,186.1712954014867,129.1021748945597,151.79179035352809,153.95819757137977,22.441262369016858,2.49030358934692,14.95250022688389,17.43104725850458,79.48350803391303,178.9296170773586,64.6333837394496,121.73087285931898,163.8134878051955
48952,971010106,Les Abymes,H,347.82006116476487,263.44304630508395,248.4963862103273,268.1337452829462,215.98501867438637,34.67948518206624,4.91738895332271,69.52360098286383,22.34536327932049,141.78501773983874,273.23438836313,121.59040485620469,168.61446119240443,228.7270562877252
48953,971010107,Les Abymes,H,399.7053512925889,446.7842601923951,355.1698581643919,433.9969020681785,334.2753916424332,124.39957978628345,2.4889199895367,74.52239051336036,27.38478319971606,250.5936717914646,342.4250744470096,185.77473312668465,322.88858036488153,488.5478384210285
48954,971010108,Les Abymes,H,768.5441440951995,661.3273364538637,546.1736450138604,595.9507924789779,318.1611417240061,98.9651195993641,2.48740904760711,84.23498486598942,54.45370471199108,240.9709621940748,525.6682363640421,292.9714030679495,284.81600747336523,740.7591440905572
48955,971010109,Les Abymes,H,368.91642096518456,311.58887785536245,402.17740921179393,436.5980576329978,346.09375102082214,372.5038559410776,0.0,92.03808552306548,55.38053908777903,270.91200033488286,353.8282722107388,116.36108335414178,649.3708504727142,331.4642171948879
48956,971010110,Les Abymes,H,759.7405968086546,538.2374630878609,560.2114326553836,582.4414921281741,431.475320491799,227.80026348163528,17.29851599139634,98.92738845945134,74.28145256036906,298.70270700149973,468.3032002903605,222.31694876364705,547.7222213934704,612.6135373846583
48957,971010111,Les Abymes,H,730.4816051074469,543.5921627535289,467.0010849360763,560.5662008607279,216.03992777857425,93.99245386492277,7.40190345919001,89.34098058157224,42.01401961645446,153.64182651546125,424.18324458140125,240.8984962969214,215.75281202218727,707.9585471206423
48958,971010112,Les Abymes,H,679.0036635220617,607.6310579037876,644.6371754387674,1019.6344804344124,640.3806125804299,335.0258618939683,7.40479800092982,155.97268181203015,84.11811928605509,289.73838004998464,729.260391027627,425.0470621747898,742.440087706818,813.3276681931311
48959,971010113,Les Abymes,H,443.53955276092864,445.6778247298116,391.3678604397856,748.4620806080428,498.07376665525794,277.7088684961841,2.42708536397579,76.80226826593774,19.81553297082189,245.5873658104,463.0656868993965,399.22047044156193,597.379662379828,556.9923287971602
48960,971010114,Les Abymes,H,393.7949463627608,709.5636182669949,446.0316905229057,478.3495658385109,426.4513991023978,233.31091057028166,4.85417072795158,64.62280714594247,22.23834019324765,235.5924102195774,322.4831607823395,275.58420363747297,520.5687784761333,847.763313118426
48961,971010115,Les Abymes,H,239.2262382420844,443.6786811696949,331.99748433035984,433.9470317856135,258.4184296232415,185.30606952246316,4.99556401104624,49.812332763503,69.65748144482814,300.1573878845253,262.7785654772836,141.48766441021797,356.58302849760247,468.87567760677626
48962,971010116,Les Abymes,H,865.9150655376744,738.8677713506911,588.1784950997305,692.4421515512093,475.4766383219988,271.4701026087738,4.97922357888362,141.6880407832185,32.12107376002544,158.56575559072402,541.8025202930776,282.8147954406171,533.9502806460904,1068.5134575109475
48963,971010117,Les Abymes,H,317.0517150106936,234.1910547220189,264.8849204314253,217.65850263921791,194.0583420218921,136.08897302105194,2.4889199895367,52.11983531024778,19.80390375521503,79.07397483221153,176.02441126358056,148.78052944462098,237.64091091447915,328.94929599689533
48964,971010118,Les Abymes,H,648.9868849642546,645.6736027716187,631.8767002579391,573.043336608115,322.8956548754352,194.3263163925304,4.97922357888362,94.057955166261,169.1410339129237,434.3308492773728,481.62672885165017,196.31489021340204,405.021250462208,577.3436511208891
48965,971010119,Les Abymes,H,333.22981348080174,268.6053217104091,290.705366797893,397.9411522550531,402.2470871479944,149.0275158735771,0.0,99.58480311438224,19.85354874804398,146.2776378088534,238.66358698193423,161.6232242560974,454.50994624670096,388.01369662891454
48966,971010120,Les Abymes,H,491.4890592279518,464.5613232139333,501.5764253987724,725.1155182304663,499.2935645804152,226.86678963071566,2.49778200552312,156.02251820988187,145.72189360459626,309.2226736565757,420.2844839893791,301.3826147773118,550.7728441965021,531.5088106145328
48967,971010121,Les Abymes,H,336.74034906169624,291.6077649621996,326.2287431354505,495.2708172642545,267.238826545827,130.63738034409027,0.0,79.19584072540962,46.855198624566,180.6162489251807,312.00721879371406,240.4634083249356,291.3924114837155,360.45320537430047
48968,971010122,Les Abymes,H,508.5996330067759,473.8615726037438,346.8349860735126,575.402182306204,295.50976800497176,151.41341043052876,0.0,103.98881470261686,32.25083782751324,218.668920171612,408.9556309750867,267.3298659737561,333.0117766184908,478.81607314988526
48971,971030101,Baie-Mahault,H,547.3440352020036,485.05865624284473,490.5217467246834,732.2143426143653,512.8517633776662,191.22436816947985,10.47150727705142,130.0603064827578,173.2378801274295,368.5578792451397,465.00062801664575,232.14744283377863,515.1495976669871,517.2456354792495
48972,971030102,Baie-Mahault,H,1828.173469979449,1191.0170257597588,1677.0087544450207,1878.3618278536612,886.9561789061106,303.38451605143086,17.53708752123258,416.3402712579143,728.4205398741867,1224.5127672808756,1118.9529749774222,436.4101374112072,836.0026643694179,1161.5519080525146
48973,971030103,Baie-Mahault,H,690.4058539401027,598.6863570887457,642.6213546036054,715.4767965827991,436.2295335365607,120.74403418542076,10.68844246578421,138.3071417819237,247.02437420282928,430.939752429006,577.388113185533,195.85307802685423,432.1327177740043,481.424456131197
48974,971030104,Baie-Mahault,H,804.7973511581231,656.7234431047582,829.7122750805523,937.8042386068372,811.65805771274,272.24879748681417,2.50246464283033,184.2754830405591,291.80863274247696,566.6829035677627,600.6424341835617,259.33358875049424,851.7551531625446,751.1461519014722
48976,971030106,Baie-Mahault,H,485.7355608018015,396.2727658903482,430.6930063901752,496.6497582329583,408.5690321564751,204.24348224537968,5.00492928566066,48.71282028099072,71.34479924361118,213.52074148259624,361.193361585334,230.5284342096637,497.1171540973359,509.0058047301443
48980,971050101,Basse-Terre,H,370.93189282338943,313.7001572887376,276.45594114194097,458.1619346951208,351.58706110225154,225.58941454100488,2.49889167083695,79.62005885925392,42.37234858506653,159.26918241485885,331.1614361690217,169.35991877551783,448.0608885684224,391.15177150751225
48981,971050102,Basse-Terre,H,188.2472965716964,321.04888124001303,272.3421474021033,287.2610883870356,229.51851147270648,110.02811910642768,4.9229695964948,54.37602460878967,62.26915187550668,114.18563728015717,186.4090517057026,96.6313925533718,262.16459537214826,433.7247394073439
48982,971050103,Basse-Terre,H,513.8593076215418,376.62746126661983,366.77587286949984,492.7853094970225,360.4625200371896,194.49058171451756,17.55898577682683,61.53334944570705,22.23354344805084,158.96845757982305,463.3108189455446,151.82919271622757,433.2391332657492,482.4682642069202
48983,971050104,Basse-Terre,H,680.2897190970606,516.993504035439,564.5879191723362,694.8236268044914,523.5718793214039,289.9419539306304,7.01511823396356,94.721638604244,38.53164640927591,227.7295675227925,566.0594091372536,287.83754681975046,607.1270356722009,766.8969575205165
48984,971050105,Basse-Terre,H,182.27536342645016,251.25453959035275,140.178665005365,337.9931504472059,179.52289184211014,154.69328854833674,7.52527961864007,32.37765543356641,12.28908685606693,83.38596260980287,189.11840578897625,119.48525227620809,252.0267253948398,366.4341613459874
48988,971070101,Capesterre-Belle-Eau,H,224.95955698727929,197.45203928973737,212.47556142993275,367.4307759655312,262.45477621649275,177.4610834715851,15.00211099903402,57.49573871324901,29.99210025285348,104.98268081315771,224.9687658725198,112.48201996420065,334.94563770644766,337.4051820518167
48989,971070102,Capesterre-Belle-Eau,H,187.48592621313773,197.4986948979308,182.4840644427113,337.49307563138814,237.460008311282,187.48021172425422,12.49527234896363,42.49853768180938,34.99324950182642,59.98365148527366,165.00164038227257,187.50605434724807,367.44601895350655,272.4916303066662
48990,971070103,Capesterre-Belle-Eau,H,892.2311141253334,812.3087633219421,719.8290136799313,1099.777044827978,715.8448112827421,326.94646688393857,29.99452495733226,144.9723427671162,112.49638232439706,372.41922232903335,722.3209912678892,444.90080325830405,787.3236860749826,1062.278166386356
48991,971070104,Capesterre-Belle-Eau,H,679.8850196184799,573.3939202448173,522.3803969974773,914.7923006124092,566.8652718255153,267.43457286548164,74.97529071834462,153.45329452883195,84.96019048906433,239.9537981066972,444.90892436120976,394.9320708685614,606.843573559199,844.8393199137926
48992,971070105,Capesterre-Belle-Eau,H,307.9585370331434,289.9378997743547,317.45919897433384,519.9139492632943,404.93881981548367,127.46341188709245,10.00183902154482,62.49087635718555,90.00270459354537,159.9869119612705,222.4762187416729,242.45514444212367,412.4093322042422,459.8902523929739
48993,971070106,Capesterre-Belle-Eau,H,656.2066941007047,497.8647092614662,538.2996729918398,672.7752244030069,623.8403173829771,327.39643935356906,7.49855495414575,109.97350083638852,50.9918557708521,154.95812783391602,451.3699927395788,329.8573875829824,717.3179589888985,838.208984686097
48994,971070107,Capesterre-Belle-Eau,H,632.5347070207454,547.5418473019622,382.50596892385386,527.5245784234551,492.5006849742594,192.5128682471474,20.00246550468897,92.50669271945794,37.50812611403377,165.00231317384612,432.5254700387811,245.00853788370148,530.0117256356209,620.0206168005477
49003,971130101,Le Gosier,H,504.8192415798574,474.1436585413127,697.4028730626109,608.424243361605,515.2734681694377,150.66400346675542,2.4988323660587,273.0756231511994,351.50567635182426,446.9948966160845,358.23493081646376,102.22029139678324,446.0779990708986,465.299996832409
49004,971130102,Le Gosier,H,533.2395287091443,404.67943327366896,593.4397310994784,737.9224516964919,592.555379437901,314.679462357753,2.49807638977234,189.056613602548,288.56561209420767,442.68493991701706,360.6120710345491,207.02269129366329,640.7405128211677,508.095881187144
49005,971130103,Le Gosier,H,629.7037627839699,540.0422867363918,565.6671268570774,589.4798497302332,456.0153487310703,257.15615997745095,12.50584235915836,147.4165390439422,144.65158712676282,194.85056162781075,462.659360310917,242.72333318009885,534.6280627501187,663.9269520818638
49006,971130104,Le Gosier,H,914.5592484481864,699.6993216055178,1049.0558631964784,1178.071131102738,809.6938509114937,251.72447860543474,12.45429511197019,383.9091576842131,483.62182233397886,701.5875978358536,656.3579350310076,319.6159994815307,773.3955360040449,666.302435870818
49007,971130105,Le Gosier,H,1024.3658372989496,915.9426418096097,977.3921364030516,1309.2737531121488,829.6680331080961,340.98551382550136,2.46047760030811,300.69059524862934,164.27578595887033,552.9731200930989,792.2347930097984,565.9999231427919,892.1280828826309,1102.4993003222796
49008,971130106,Le Gosier,H,612.6030389295495,585.3823224735606,602.7632683704971,804.7542725179262,642.6301007536684,291.4326306648163,4.99690875583104,221.66755446104096,201.44515675009384,405.713989352798,498.2986908139332,251.8244009818929,712.5912786424325,630.4246150224465
49009,971130107,Le Gosier,H,630.4624674138746,578.0076624974208,679.8765904702086,792.2164634534372,705.6060699957852,274.5252934598377,9.95784351791809,130.26143293103712,220.69131947163092,421.664205777591,601.6780858385457,297.07769024191015,691.3827887700623,652.5186389214638
49012,971150101,Lamentin,H,1161.9362331702655,893.869277136609,926.5385601854706,796.1216254417811,414.577938796416,172.09796760602492,15.02394735041705,102.12771199575722,120.09648724764487,384.8962206759384,785.9645619866454,369.8731583966126,471.69283478765794,940.530426934236
49013,971150102,Lamentin,H,1003.550532751917,891.7371237018426,860.1474810013447,1121.9910139098731,577.1471569413172,234.48491177577876,15.01771170753895,199.3225120403079,323.3266000727335,650.0689572492727,736.0897224578863,360.9265384197437,585.7688816847942,802.7937626789623
49014,971150103,Lamentin,H,637.8373775188601,503.4660611034616,646.6202739324118,696.8275433721818,510.1450355632031,217.24326143141124,2.5056376174308,151.07362622229502,152.23277166874163,434.4037931780539,503.7017903599825,276.54490298478424,565.2242821616446,488.6153712097369
49015,971150104,Lamentin,H,375.0913748008633,373.6209152160548,360.9372699018341,607.2766932108561,352.34780582248,178.52311852954983,14.7808791002309,79.67919523565016,109.20656604889928,213.86321377771608,335.9282731759077,261.0131831201534,443.0302000022067,415.2042922200105
49016,971150105,Lamentin,H,362.2885683930709,332.35850849782776,377.0244439950463,566.7000883371921,324.58341544509403,209.90842250995266,12.42979201085817,97.3858496200319,59.90670226111104,227.13617808363088,352.30053463062023,247.25816452032063,426.9978789750824,387.15977868345766
49017,971160101,Morne-à-l'Eau,H,355.40938855417875,347.9604703744807,335.4072090878483,538.1905929743496,428.0632218612732,190.1873904130387,22.54749568368666,77.60303717711282,15.02297795696115,152.70036334643717,327.8732093249593,262.82031159314965,480.558347300775,500.6831423279087
49018,971160102,Morne-à-l'Eau,H,267.6487514573756,355.32228276962684,272.668401245873,512.9875746037175,302.74446449739685,147.61822485064138,5.0067620121978,90.07943174441058,45.05519232515405,192.68663275156644,252.6041469031245,195.08567842716235,360.3352466924593,450.4878571111805
49019,971160103,Morne-à-l'Eau,H,307.869709485613,310.324531534176,332.8805942212159,525.5959152999841,410.3778822092308,237.76406978313327,2.50739874082825,77.58411601098226,55.05080175366627,172.73490242172835,337.80392580735673,172.63044131876524,510.5796499895408,488.0517570048721
